Game ID,Timestamp (ms),Ball X,Ball Y,Ball VX,Ball VY,Ball Speed,p1 X,p1 Y,p1 Center,p1 Active,p1 Lives,p1 Distance,p2 X,p2 Y,p2 Center,p2 Active,p2 Lives,p2 Distance
"G1770793595172-240","4004","406.47","299.36","6.4689","-0.6351","6.5010","20.00","250.00","300.00","1","1","0.00","770.00","246.00","296.00","1","1","4.00"
"G1770793595172-240","4104","445.28","295.55","6.4689","-0.6351","6.5073","20.00","250.00","300.00","1","1","0.00","770.00","242.00","292.00","1","1","4.00"
"G1770793595172-240","4204","484.10","291.74","6.4689","-0.6351","6.5135","20.00","250.00","300.00","1","1","0.00","770.00","246.00","296.00","1","1","4.00"
"G1770793595172-240","4304","522.91","287.93","6.4689","-0.6351","6.5198","20.00","250.00","300.00","1","1","0.00","770.00","242.00","292.00","1","1","4.00"
"G1770793595172-240","4420","568.19","283.49","6.4689","-0.6351","6.5271","20.00","250.00","300.00","1","1","0.00","770.00","242.00","292.00","1","1","0.00"
"G1770793595172-240","4521","607.00","279.68","6.4689","-0.6351","6.5334","20.00","250.00","300.00","1","1","0.00","770.00","234.00","284.00","1","1","8.00"
"G1770793595172-240","4636","652.29","275.23","6.4689","-0.6351","6.5407","20.00","264.00","314.00","1","1","14.00","770.00","226.00","276.00","1","1","8.00"
"G1770793595172-240","4737","691.10","271.42","6.4689","-0.6351","6.5470","20.00","292.00","342.00","1","1","28.00","770.00","222.00","272.00","1","1","4.00"
"G1770793595172-240","4861","736.38","266.97","6.4689","-0.6351","6.5543","20.00","292.00","342.00","1","1","0.00","770.00","218.00","268.00","1","1","4.00"
"G1770793595172-240","4971","742.59","262.58","-6.4689","-0.6178","6.8897","20.00","257.00","307.00","1","1","35.00","770.00","214.00","264.00","1","1","4.00"
"G1770793595172-240","5087","697.31","258.26","-6.4689","-0.6178","6.8974","20.00","208.00","258.00","1","1","49.00","770.00","210.00","260.00","1","1","4.00"
"G1770793595172-240","5187","658.50","254.55","-6.4689","-0.6178","6.9041","20.00","166.00","216.00","1","1","42.00","770.00","206.00","256.00","1","1","4.00"
"G1770793595172-240","5304","613.22","250.22","-6.4689","-0.6178","6.9118","20.00","117.00","167.00","1","1","49.00","770.00","206.00","256.00","1","1","0.00"
"G1770793595172-240","5404","574.40","246.52","-6.4689","-0.6178","6.9184","20.00","117.00","167.00","1","1","0.00","770.00","202.00","252.00","1","1","4.00"
"G1770793595172-240","5504","535.59","242.81","-6.4689","-0.6178","6.9251","20.00","117.00","167.00","1","1","0.00","770.00","198.00","248.00","1","1","4.00"
"G1770793595172-240","5619","490.31","238.49","-6.4689","-0.6178","6.9329","20.00","117.00","167.00","1","1","0.00","770.00","190.00","240.00","1","1","8.00"
"G1770793595172-240","5720","451.49","234.78","-6.4689","-0.6178","6.9395","20.00","117.00","167.00","1","1","0.00","770.00","186.00","236.00","1","1","4.00"
"G1770793595172-240","5820","412.68","231.07","-6.4689","-0.6178","6.9462","20.00","117.00","167.00","1","1","0.00","770.00","186.00","236.00","1","1","0.00"
"G1770793595172-240","5921","373.87","227.37","-6.4689","-0.6178","6.9528","20.00","117.00","167.00","1","1","0.00","770.00","174.00","224.00","1","1","12.00"
"G1770793595172-240","6037","328.58","223.04","-6.4689","-0.6178","6.9606","20.00","117.00","167.00","1","1","0.00","770.00","174.00","224.00","1","1","0.00"
"G1770793595172-240","6154","283.30","218.72","-6.4689","-0.6178","6.9684","20.00","117.00","167.00","1","1","0.00","770.00","170.00","220.00","1","1","4.00"
"G1770793595172-240","6254","244.49","215.01","-6.4689","-0.6178","6.9751","20.00","117.00","167.00","1","1","0.00","770.00","170.00","220.00","1","1","0.00"
"G1770793595172-240","6354","205.67","211.30","-6.4689","-0.6178","6.9818","20.00","117.00","167.00","1","1","0.00","770.00","166.00","216.00","1","1","4.00"
"G1770793595172-240","6454","166.86","207.60","-6.4689","-0.6178","6.9885","20.00","117.00","167.00","1","1","0.00","770.00","158.00","208.00","1","1","8.00"
"G1770793595172-240","6571","121.58","203.27","-6.4689","-0.6178","6.9964","20.00","117.00","167.00","1","1","0.00","770.00","158.00","208.00","1","1","0.00"
"G1770793595172-240","6686","76.30","198.95","-6.4689","-0.6178","7.0042","20.00","117.00","167.00","1","1","0.00","770.00","154.00","204.00","1","1","4.00"
"G1770793595172-240","6787","38.00","195.24","6.4689","0.5119","7.3615","20.00","117.00","167.00","1","1","0.00","770.00","154.00","204.00","1","1","0.00"
"G1770793595172-240","6887","76.81","198.31","6.4689","0.5119","7.3685","20.00","117.00","167.00","1","1","0.00","770.00","146.00","196.00","1","1","8.00"
"G1770793595172-240","6987","115.63","201.39","6.4689","0.5119","7.3756","20.00","117.00","167.00","1","1","0.00","770.00","150.00","200.00","1","1","4.00"
"G1770793595172-240","7104","160.91","204.97","6.4689","0.5119","7.3839","20.00","117.00","167.00","1","1","0.00","770.00","150.00","200.00","1","1","0.00"
"G1770793595172-240","7204","199.72","208.04","6.4689","0.5119","7.3910","20.00","117.00","167.00","1","1","0.00","770.00","150.00","200.00","1","1","0.00"
"G1770793595172-240","7320","245.00","211.62","6.4689","0.5119","7.3993","20.00","117.00","167.00","1","1","0.00","770.00","154.00","204.00","1","1","4.00"
"G1770793595172-240","7421","283.82","214.70","6.4689","0.5119","7.4064","20.00","117.00","167.00","1","1","0.00","770.00","158.00","208.00","1","1","4.00"
"G1770793595172-240","7521","322.63","217.77","6.4689","0.5119","7.4135","20.00","117.00","167.00","1","1","0.00","770.00","166.00","216.00","1","1","8.00"
"G1770793595172-240","7637","367.91","221.35","6.4689","0.5119","7.4218","20.00","117.00","167.00","1","1","0.00","770.00","166.00","216.00","1","1","0.00"
"G1770793595172-240","7753","413.20","224.94","6.4689","0.5119","7.4301","20.00","117.00","167.00","1","1","0.00","770.00","178.00","228.00","1","1","12.00"
"G1770793595172-240","7853","452.01","228.01","6.4689","0.5119","7.4372","20.00","138.00","188.00","1","1","21.00","770.00","178.00","228.00","1","1","0.00"
"G1770793595172-240","7954","490.82","231.08","6.4689","0.5119","7.4444","20.00","180.00","230.00","1","1","42.00","770.00","174.00","224.00","1","1","4.00"
"G1770793595172-240","8071","536.11","234.66","6.4689","0.5119","7.4527","20.00","187.00","237.00","1","1","7.00","770.00","182.00","232.00","1","1","8.00"
"G1770793595172-240","8171","574.92","237.73","6.4689","0.5119","7.4599","20.00","194.00","244.00","1","1","7.00","770.00","186.00","236.00","1","1","4.00"
"G1770793595172-240","8271","613.73","240.81","6.4689","0.5119","7.4670","20.00","236.00","286.00","1","1","42.00","770.00","182.00","232.00","1","1","4.00"
"G1770793595172-240","8371","652.55","243.88","6.4689","0.5119","7.4742","20.00","236.00","286.00","1","1","0.00","770.00","194.00","244.00","1","1","12.00"
"G1770793595172-240","8486","697.83","247.46","6.4689","0.5119","7.4826","20.00","236.00","286.00","1","1","0.00","770.00","198.00","248.00","1","1","4.00"
"G1770793595172-240","8587","736.64","250.53","6.4689","0.5119","7.4898","20.00","236.00","286.00","1","1","0.00","770.00","198.00","248.00","1","1","0.00"
"G1770793595172-240","8704","742.59","254.67","-6.4689","0.6951","7.8731","20.00","236.00","286.00","1","1","0.00","770.00","198.00","248.00","1","1","0.00"
"G1770793595172-240","8804","703.78","258.84","-6.4689","0.6951","7.8806","20.00","236.00","286.00","1","1","0.00","770.00","206.00","256.00","1","1","8.00"
"G1770793595172-240","8904","664.97","263.01","-6.4689","0.6951","7.8882","20.00","236.00","286.00","1","1","0.00","770.00","214.00","264.00","1","1","8.00"
"G1770793595172-240","9021","619.68","267.87","-6.4689","0.6951","7.8970","20.00","236.00","286.00","1","1","0.00","770.00","218.00","268.00","1","1","4.00"
"G1770793595172-240","9121","580.87","272.04","-6.4689","0.6951","7.9046","20.00","236.00","286.00","1","1","0.00","770.00","218.00","268.00","1","1","0.00"
"G1770793595172-240","9237","535.59","276.91","-6.4689","0.6951","7.9135","20.00","278.00","328.00","1","1","42.00","770.00","226.00","276.00","1","1","8.00"
"G1770793595172-240","9337","496.78","281.08","-6.4689","0.6951","7.9211","20.00","292.00","342.00","1","1","14.00","770.00","226.00","276.00","1","1","0.00"
"G1770793595172-240","9454","451.49","285.95","-6.4689","0.6951","7.9300","20.00","292.00","342.00","1","1","0.00","770.00","230.00","280.00","1","1","4.00"
"G1770793595172-240","9571","406.21","290.81","-6.4689","0.6951","7.9388","20.00","292.00","342.00","1","1","0.00","770.00","238.00","288.00","1","1","8.00"
"G1770793595172-240","9687","360.93","295.68","-6.4689","0.6951","7.9477","20.00","292.00","342.00","1","1","0.00","770.00","238.00","288.00","1","1","0.00"
"G1770793595172-240","9787","322.12","299.85","-6.4689","0.6951","7.9554","20.00","292.00","342.00","1","1","0.00","770.00","246.00","296.00","1","1","8.00"
"G1770793595172-240","9904","276.83","304.71","-6.4689","0.6951","7.9643","20.00","292.00","342.00","1","1","0.00","770.00","250.00","300.00","1","1","4.00"
"G1770793595172-240","10021","231.55","309.58","-6.4689","0.6951","7.9732","20.00","292.00","342.00","1","1","0.00","770.00","254.00","304.00","1","1","4.00"
"G1770793595172-240","10121","192.74","313.75","-6.4689","0.6951","7.9809","20.00","292.00","342.00","1","1","0.00","770.00","262.00","312.00","1","1","8.00"
"G1770793595172-240","10236","147.45","318.62","-6.4689","0.6951","7.9898","20.00","292.00","342.00","1","1","0.00","770.00","262.00","312.00","1","1","0.00"
"G1770793595172-240","10336","108.64","322.79","-6.4689","0.6951","7.9975","20.00","292.00","342.00","1","1","0.00","770.00","266.00","316.00","1","1","4.00"
"G1770793595172-240","10436","69.83","326.96","-6.4689","0.6951","8.0052","20.00","292.00","342.00","1","1","0.00","770.00","274.00","324.00","1","1","8.00"
"G1770793595172-240","10537","44.47","330.67","6.4689","0.2325","8.4135","20.00","292.00","342.00","1","1","0.00","770.00","282.00","332.00","1","1","8.00"
"G1770793595172-240","10653","89.75","332.29","6.4689","0.2325","8.4229","20.00","292.00","342.00","1","1","0.00","770.00","282.00","332.00","1","1","0.00"
"G1770793595172-240","10754","128.56","333.69","6.4689","0.2325","8.4310","20.00","292.00","342.00","1","1","0.00","770.00","286.00","336.00","1","1","4.00"
"G1770793595172-240","10870","173.85","335.32","6.4689","0.2325","8.4405","20.00","292.00","342.00","1","1","0.00","770.00","290.00","340.00","1","1","4.00"
"G1770793595172-240","10971","212.66","336.71","6.4689","0.2325","8.4486","20.00","292.00","342.00","1","1","0.00","770.00","282.00","332.00","1","1","8.00"
"G1770793595172-240","11071","251.47","338.11","6.4689","0.2325","8.4567","20.00","292.00","342.00","1","1","0.00","770.00","282.00","332.00","1","1","0.00"
"G1770793595172-240","11171","290.29","339.50","6.4689","0.2325","8.4648","20.00","292.00","342.00","1","1","0.00","770.00","290.00","340.00","1","1","8.00"
"G1770793595172-240","11271","329.10","340.90","6.4689","0.2325","8.4729","20.00","292.00","342.00","1","1","0.00","770.00","290.00","340.00","1","1","0.00"
"G1770793595172-240","11386","374.38","342.53","6.4689","0.2325","8.4824","20.00","292.00","342.00","1","1","0.00","770.00","294.00","344.00","1","1","4.00"
"G1770793595172-240","11487","413.20","343.92","6.4689","0.2325","8.4906","20.00","292.00","342.00","1","1","0.00","770.00","294.00","344.00","1","1","0.00"
"G1770793595172-240","11587","452.01","345.32","6.4689","0.2325","8.4987","20.00","292.00","342.00","1","1","0.00","770.00","294.00","344.00","1","1","0.00"
"G1770793595172-240","11703","497.29","346.94","6.4689","0.2325","8.5083","20.00","292.00","342.00","1","1","0.00","770.00","294.00","344.00","1","1","0.00"
"G1770793595172-240","11804","536.11","348.34","6.4689","0.2325","8.5164","20.00","292.00","342.00","1","1","0.00","770.00","298.00","348.00","1","1","4.00"
"G1770793595172-240","11921","581.39","349.97","6.4689","0.2325","8.5260","20.00","292.00","342.00","1","1","0.00","770.00","298.00","348.00","1","1","0.00"
"G1770793595172-240","12038","626.67","351.59","6.4689","0.2325","8.5355","20.00","292.00","342.00","1","1","0.00","770.00","298.00","348.00","1","1","0.00"
"G1770793595172-240","12154","671.95","353.22","6.4689","0.2325","8.5451","20.00","292.00","342.00","1","1","0.00","770.00","302.00","352.00","1","1","4.00"
"G1770793595172-240","12254","710.77","354.62","6.4689","0.2325","8.5533","20.00","292.00","342.00","1","1","0.00","770.00","306.00","356.00","1","1","4.00"
"G1770793595172-240","12371","756.05","356.24","6.4689","0.2325","8.5629","20.00","292.00","342.00","1","1","0.00","770.00","302.00","352.00","1","1","4.00"
"G1770793595172-240","12471","729.66","358.54","-6.4689","0.4116","8.9997","20.00","292.00","342.00","1","1","0.00","770.00","302.00","352.00","1","1","0.00"
"G1770793595172-240","12571","690.84","361.00","-6.4689","0.4116","9.0083","20.00","292.00","342.00","1","1","0.00","770.00","306.00","356.00","1","1","4.00"
"G1770793595172-240","12671","652.03","363.47","-6.4689","0.4116","9.0170","20.00","292.00","342.00","1","1","0.00","770.00","306.00","356.00","1","1","0.00"
"G1770793595172-240","12771","613.22","365.94","-6.4689","0.4116","9.0256","20.00","292.00","342.00","1","1","0.00","770.00","310.00","360.00","1","1","4.00"
"G1770793595172-240","12871","574.40","368.41","-6.4689","0.4116","9.0343","20.00","292.00","342.00","1","1","0.00","770.00","314.00","364.00","1","1","4.00"
"G1770793595172-240","12971","535.59","370.88","-6.4689","0.4116","9.0430","20.00","292.00","342.00","1","1","0.00","770.00","322.00","372.00","1","1","8.00"
"G1770793595172-240","13086","490.31","373.76","-6.4689","0.4116","9.0531","20.00","320.00","370.00","1","1","28.00","770.00","322.00","372.00","1","1","0.00"
"G1770793595172-240","13186","451.49","376.23","-6.4689","0.4116","9.0618","20.00","362.00","412.00","1","1","42.00","770.00","326.00","376.00","1","1","4.00"
"G1770793595172-240","13286","412.68","378.70","-6.4689","0.4116","9.0705","20.00","362.00","412.00","1","1","0.00","770.00","326.00","376.00","1","1","0.00"
"G1770793595172-240","13387","373.87","381.17","-6.4689","0.4116","9.0792","20.00","376.00","426.00","1","1","14.00","770.00","330.00","380.00","1","1","4.00"
"G1770793595172-240","13504","328.58","384.05","-6.4689","0.4116","9.0894","20.00","397.00","447.00","1","1","21.00","770.00","334.00","384.00","1","1","4.00"
"G1770793595172-240","13604","289.77","386.52","-6.4689","0.4116","9.0981","20.00","397.00","447.00","1","1","0.00","770.00","338.00","388.00","1","1","4.00"
"G1770793595172-240","13720","244.49","389.41","-6.4689","0.4116","9.1083","20.00","397.00","447.00","1","1","0.00","770.00","334.00","384.00","1","1","4.00"
"G1770793595172-240","13821","205.67","391.88","-6.4689","0.4116","9.1170","20.00","397.00","447.00","1","1","0.00","770.00","342.00","392.00","1","1","8.00"
"G1770793595172-240","13936","160.39","394.76","-6.4689","0.4116","9.1273","20.00","397.00","447.00","1","1","0.00","770.00","342.00","392.00","1","1","0.00"
"G1770793595172-240","14037","121.58","397.23","-6.4689","0.4116","9.1360","20.00","397.00","447.00","1","1","0.00","770.00","346.00","396.00","1","1","4.00"
"G1770793595172-240","14137","82.77","399.70","-6.4689","0.4116","9.1448","20.00","397.00","447.00","1","1","0.00","770.00","346.00","396.00","1","1","0.00"
"G1770793595172-240","14237","43.95","402.17","-6.4689","0.4116","9.1536","20.00","397.00","447.00","1","1","0.00","770.00","354.00","404.00","1","1","8.00"
"G1770793595172-240","14337","70.34","395.75","6.4689","-1.3653","9.6205","20.00","397.00","447.00","1","1","0.00","770.00","354.00","404.00","1","1","0.00"
"G1770793595172-240","14453","115.63","386.19","6.4689","-1.3653","9.6313","20.00","397.00","447.00","1","1","0.00","770.00","342.00","392.00","1","1","12.00"
"G1770793595172-240","14554","154.44","378.00","6.4689","-1.3653","9.6405","20.00","397.00","447.00","1","1","0.00","770.00","334.00","384.00","1","1","8.00"
"G1770793595172-240","14671","199.72","368.44","6.4689","-1.3653","9.6513","20.00","397.00","447.00","1","1","0.00","770.00","330.00","380.00","1","1","4.00"
"G1770793595172-240","14771","238.54","360.25","6.4689","-1.3653","9.6606","20.00","397.00","447.00","1","1","0.00","770.00","310.00","360.00","1","1","20.00"
"G1770793595172-240","14871","277.35","352.06","6.4689","-1.3653","9.6699","20.00","383.00","433.00","1","1","14.00","770.00","306.00","356.00","1","1","4.00"
"G1770793595172-240","14986","322.63","342.50","6.4689","-1.3653","9.6807","20.00","334.00","384.00","1","1","49.00","770.00","302.00","352.00","1","1","4.00"
"G1770793595172-240","15087","361.44","334.31","6.4689","-1.3653","9.6900","20.00","292.00","342.00","1","1","42.00","770.00","294.00","344.00","1","1","8.00"
"G1770793595172-240","15187","400.26","326.12","6.4689","-1.3653","9.6993","20.00","250.00","300.00","1","1","42.00","770.00","286.00","336.00","1","1","8.00"
"G1770793595172-240","15287","439.07","317.93","6.4689","-1.3653","9.7086","20.00","208.00","258.00","1","1","42.00","770.00","282.00","332.00","1","1","4.00"
"G1770793595172-240","15387","477.88","309.73","6.4689","-1.3653","9.7179","20.00","166.00","216.00","1","1","42.00","770.00","270.00","320.00","1","1","12.00"
"G1770793595172-240","15487","516.70","301.54","6.4689","-1.3653","9.7273","20.00","138.00","188.00","1","1","28.00","770.00","262.00","312.00","1","1","8.00"
"G1770793595172-240","15603","561.98","291.99","6.4689","-1.3653","9.7382","20.00","138.00","188.00","1","1","0.00","770.00","254.00","304.00","1","1","8.00"
"G1770793595172-240","15704","600.79","283.79","6.4689","-1.3653","9.7475","20.00","138.00","188.00","1","1","0.00","770.00","246.00","296.00","1","1","8.00"
"G1770793595172-240","15804","639.61","275.60","6.4689","-1.3653","9.7569","20.00","138.00","188.00","1","1","0.00","770.00","234.00","284.00","1","1","12.00"
"G1770793595172-240","15904","678.42","267.41","6.4689","-1.3653","9.7663","20.00","138.00","188.00","1","1","0.00","770.00","222.00","272.00","1","1","12.00"
"G1770793595172-240","16004","717.23","259.22","6.4689","-1.3653","9.7756","20.00","138.00","188.00","1","1","0.00","770.00","218.00","268.00","1","1","4.00"
"G1770793595172-240","16104","756.05","251.03","6.4689","-1.3653","9.7850","20.00","138.00","188.00","1","1","0.00","770.00","202.00","252.00","1","1","16.00"
"G1770793595172-240","16204","729.66","242.37","-6.4689","-1.4589","10.2842","20.00","138.00","188.00","1","1","0.00","770.00","194.00","244.00","1","1","8.00"
"G1770793595172-240","16304","690.84","233.61","-6.4689","-1.4589","10.2940","20.00","138.00","188.00","1","1","0.00","770.00","190.00","240.00","1","1","4.00"
"G1770793595172-240","16404","652.03","224.86","-6.4689","-1.4589","10.3039","20.00","138.00","188.00","1","1","0.00","770.00","186.00","236.00","1","1","4.00"
